text	label
IBafana inethemba kwiCosafa Cup	Ezemidlalo
Lizalelwe yinja endlini iGcokama	Ezokungcebeleka
Umlando abalingiswa bevakasha kweminye imidlalo	Ezokungcebeleka
Uhlabane ngendondo eNairobi uZaza Mokhethi	Ezokungcebeleka
I-PSL kumele yandise amaqembu: abalandeli	Ezemidlalo
Yingcindezi yonswinyo eyaphoqa uDe Klerk ukuba akhulule izwe	Imibono
UMedic uthipha iPirates kwese-Absa Premiership	Ezemidlalo
‘Nginikeza osomahlaya ithuba lokuzibonakalisa’	Ezokungcebeleka
UQhosha ususe umsindo ecula ngemiphambili	Ezokungcebeleka
Ngikujabulele ukuphinda ngiqeqeshe: Riky Rick	Ezokungcebeleka
NguBaxter ophethe ukhiye ngoSekgota	Ezemidlalo
Sebebheke ama-Olympic abagile izimanga benqoba isicoco se-relay	Ezemidlalo
Bafuna kudingiswe iCeltic egoloza no-R3 million	Ezemidlalo
‘Kwakumele alawule imizwa yakhe kangcono uPitch Black’	Ezokungcebeleka
UNurkovic uzibona ebuyela enkundleni ngenyanga ezayo	Ezemidlalo
UMcCarthy akeneme ngokuvuza kwamagoli eqinjini lakhe	Ezemidlalo
Ubuhlungu ngokubhacaza kweBhakabhaka eKapa	Ezemidlalo
Abathenwe abantu abadlwengulayo	Imibono
UKerr ukhale ‘ngomdlali’ weKaizer Chiefs	Ezemidlalo
Ligawule abadlali abahlanu izembe kwiChiefs	Ezemidlalo
IPSL ivune eyabahlanu abazongena besuka ebhentshini	Ezemidlalo
U-Ertugral weluleka isixaxa seSundowns	Ezemidlalo
OweBanyana ufisa ukudlala kwiChampions League	Ezemidlalo
ISharks izimisele ukuqeda ngeLions nezethenjwa zayo	Ezemidlalo
BUKA: UZodwa Wabantu ugonyuluke ngobunzima adlule kubo	Ezokungcebeleka
Ubhoboke ngolokudlwengulwa kwengane yakhe	Ezokungcebeleka
IChiefs ibuye ngomfutho emgonqweni weCovid-19	Ezemidlalo
Isendleleni iVW Amarok entsha	Ezezimoto
Umqeqeshi uvikele uMbappe iFrance iwashiswa ijezi kwi-Euro	Ezemidlalo
UKhoza ucacisa ngesimo sePSL ngolwe-VAR	Ezemidlalo
Wonani uBheka Mchunu kuKhozi FM?	Imibono
Kubhekwe umgadli waseNigeria kwezikaBarker	Ezemidlalo
UMaMkhize ukhuthaza imbokodo inganciki kwabesilisa	Imibono
Kushone ilungu leqembu i-Afro Soul	Ezokungcebeleka
Lungenziwa ngendlela ehloniphekile uhlelo uMnakwethu	Imibono
Isililo bephelelwa yitoho abalingisi beSibaya	Ezokungcebeleka
ISundowns iqophe umlando inqoba eseligi	Ezemidlalo
Injini ye’Downs iwubona esiswini umbango naMatsantsantsa	Ezemidlalo
Okwamabomu kulungiswa ngokwesintu, akudinge mthandazo nasibhedlela	Imibono
Akuthiwe kuphelile ngesizini ka-2019/20	Imibono
UNurkovic uyayitakula iChiefs	Ezemidlalo
UTinkler umataniswa nePlatinum Stars	Ezemidlalo
Akubukeki ukuziphaqula ngokweqile emphakathini	Ezokungcebeleka
UComitis ukhathazekile ngemiphumela yamaCitizens	Ezemidlalo
Libukeka liqhakazile ikusasa likaPhathu	Ezokungcebeleka
Bazijube basiza amabhokisa akhahlanyezwe yiCorona	Ezemidlalo
Isithengwa phesheya imikhiqizo yakhe	Intandokazi
Omama umfundisi bachaza ngezinselelo zasemabandleni	Ezokungcebeleka
I-Celtic ingase iqale isizini entsha ipatanisa	Ezemidlalo
Uyisthuphethu ngempela lo mbhemu	Imibono
Uyaziqhenya uRhoo ngeLeeds	Ezemidlalo
USemenya uqokelwe umklomelo ophezulu	Ezemidlalo
Sekuvuliwe kwabafuna ukungenela uMiss SA	Intandokazi
INkantolo ilaphe inxeba leNxeba	Ezokungcebeleka
EZOTHANDO: Ukhuluma ngomkakhe owashona njalo ebe enami	Ezokungcebeleka
UHunt uzibona ekhuza ibuya maduze ekuqeqesheni	Ezemidlalo
U-2019 uzocacisa ngozohlwitha isicoco	Ezemidlalo
!!!SIYABONGA BHELE NOMVETHE!!!	Ezemidlalo
UMicho uhalalisele iBurundi nge-Afcon	Ezemidlalo
Sifisela bonke omama usuku olubusisekile	Intandokazi
UMalesela kuyamxaka ukuzitshwa ngamaqembu	Ezemidlalo
IMaritzburg United icathamela umgadli weChiefs	Ezemidlalo
Uzolingisa efilimini uZozi	Ezokungcebeleka
I-Arrows neqhinga lokuphoxa iChiefs koweDiski	Ezemidlalo
Uthando lokujimisa luphenduke ibhizinisi	Intandokazi
UBudler uhlulwe ukungena emlandweni	Ezemidlalo
Ayishintshe isitayela iDowns: Brockie	Ezemidlalo
OweTTM udalula okuvuse umdlali	Ezemidlalo
IPirates iphendule iChiefs amathofi	Ezemidlalo
Siyoqashwa mhla kwabuya uJesu yini kanti ezikoleni?	Imibono
USemenya uzogijima u-5000m kwekazwelonke	Ezemidlalo
U-Erasmus usephupha ngesizini engcono kwi’Downs	Ezemidlalo
ISABC nemidalo ye-English Premiership	Ezemidlalo
UJordaan ubuyiselwe kwesokwengamela iSafa	Ezemidlalo
UKhoza nezinhlelo zesizini ka-2020/2021	Ezemidlalo
OweSharks usonga ngokubuyisa izinduku	Ezemidlalo
Iqeqesha nezifundiswa inhlangano yomame	Intandokazi
‘Kumele sinqobe noma kanjani eLibya’	Ezemidlalo
Isikhulu sidalula okudukise uMahlambi	Ezemidlalo
Imibuzo uKhuzwayo engekho ejimini	Ezemidlalo
Amaphoyisa aqhwaga abantu imizi yabo eMlaza	Imibono
UPhilani ubebukela kudadewabo uZimdollar	Ezokungcebeleka
Agcwalise ukwethenjwa amaBhokobhoko	Ezemidlalo
Uwuzwa ngaphakathi umdlalo alingisa kuwo	Ezokungcebeleka
Kuthuse abaningi ukushona kwenkakha yomlingisi	Ezokungcebeleka
Okungalindelwa abazifelayo ngeThe Queen	Ezokungcebeleka
Ingaphinde idlale owamanqamu iCrusaders ne-Emirates Airlines Lions	Ezemidlalo
Asithobele umyalelo kamengameli wokuvala izwe	Imibono
Ubheke amaphuzukwiChippa uTembo	Ezemidlalo
Unengwe ngabakhe bedliwa yiBaroka	Ezemidlalo
UR. Kelly nengoma engcofa abamsolayo	Ezokungcebeleka
Baqoqe amathathu kwi-Ajax	Ezemidlalo
Ushaya into ecokeme owayengakuthandi ukuba wu-plumber	Intandokazi
Ukuhlinzwa kucishe kwalimaza ikusasa kunobhutshuzwayo	Ezemidlalo
IHostela kweyesibili kwezeDStv	Ezokungcebeleka
Ngabe ihloseni ngawe indoda othandana nayo?	Ezokungcebeleka
UMutizwa ugudluze uKhenyeza emlandweni we-Arrows	Ezemidlalo
Bamangele uKhuzani ethula isiqholo esibizwa ngaye	Ezokungcebeleka
Volos: Bakubona bakubeletha ababeletha amadoda angondli	Ezokungcebeleka
Ungcwatshiwe uMpura	Ezokungcebeleka
UBaxter ucacisa ngesimo sikaKhune kwiChiefs	Ezemidlalo
Usekulungele ukusakaza oKhozini	Ezokungcebeleka
Usengalidlala futhi ibhola uBibo	Ezemidlalo
Uzodlalisa owamanqamu eCairo	Ezemidlalo
Isilomo somculi sishonelwe ugogo waso	Ezokungcebeleka
UQalinge ubheke ukuzuza olukhulu noSuthu	Ezemidlalo
Kushiya isethenjwa kwiMaritzburg United	Ezemidlalo
Bazoncintisana emunxeni owodwa	Ezokungcebeleka
Ayikho evume ukugoba uphondo komkhaya baseKZN	Ezemidlalo
Abacula umaskandi bazolingisa kuZalo	Ezokungcebeleka
Uthanda ukuvakashela izindawo zaseKZN	Ezokungcebeleka
UShenge usenza siziqhenye ngemvelaphi yethu	Imibono
Akabuye uTshatha, siyamdinga	Imibono
IChiefs ebuyela endabukweni kweyokuqedela u-2019/2020	Ezemidlalo
UMshoza usekipite noweSundowns	Ezokungcebeleka
URonaldo ususe olunye ushikishi	Ezemidlalo
UBerita ukhiphe inoni elisha	Ezokungcebeleka
Indida kunyamalala uBheka Mchunu ohlelweni	Ezokungcebeleka
IPirates isayinise umdlali weSiwelele	Ezemidlalo
UBenni ukhala ngotokoloshe waseThekwini	Ezemidlalo
Ibuthaka iWydad: Roger Feutmba	Ezemidlalo
'Osopolitiki bayanisebenzisa, baphinde banilaxaze'	Ezokungcebeleka
OweThe Qeen uzakhele izitha	Ezokungcebeleka
Useqalile ukuthungatha ikhaya elisha umdlali weMaritzburg United	Ezemidlalo
Itwetwe ngomlando weBucs eKapa	Ezemidlalo
Kungama izwe uma nginitshela ukuthi ngiqoma bani: Norma	Ezokungcebeleka
‘U-Erasmus ngimshiye ngaphandle ngabomu’	Ezemidlalo
Ibuya ngegiya eliphezulu i	Ezokungcebeleka
Sebeqalile ukupiklelana abaculi abazolwa ngePhasika	Ezokungcebeleka
UMazinyo uzobe engenamusa kwiMaritzburg	Ezemidlalo
IBafana izotholana neZambia kowobungani	Ezemidlalo
UBerita uqome ukulaxaza inkampani	Ezokungcebeleka
Sizolwa singadliwa yizembe: Ncobeni	Ezemidlalo
‘Abantu abamhlophe eNingizumu Afrika abanazwelo’ - Danny K	Ezokungcebeleka
UTinkler akeneme ngezinga labadlali	Ezemidlalo
UDrogba wodumo usewagaxa emgibeni	Ezemidlalo
Imikokotelo yemiyezane yehlisa isithunzi	Imibono
UNgizwe nabazali bakhe babungazwe omaskandi	Ezokungcebeleka
UBolt eqenjini lesizwe lebhola?	Ezemidlalo
Baphumela obala ngokuhlamuka iMabhida	Ezemidlalo
UMseleku ulaxazwe amakhosikazi amabili	Ezokungcebeleka
Sibheke isinqumo seFifa ngoDax: Kaizer	Ezemidlalo
[IMIBONO] ISafa ayiyeke ukuba yinsizwa engafuni ukwedlulwa yisiketi	Ezemidlalo
OweMaritzburg ucasulwa ukudliwa ngendlela efanayo	Ezemidlalo
I-Audi Q3 Sportback ngeyabafuna ukuhluka	Ezezimoto
Uzokwethula incwadi yakhe yokupheka	Intandokazi
IBanyana iphinde yazigwazela ibhece kwiMozambique	Ezemidlalo
UMadanon usheba umculo nokulingisa	Ezokungcebeleka
Owe-SSU uzoya kozama inhlanhla eFrance	Ezemidlalo
UDeborah udinwe abakwaNcwane	Ezokungcebeleka
Owokholo ukhaliswa yingoma yakhe	Ezokungcebeleka
Igubha iminyaka engu-85 iSABC	Ezokungcebeleka
AweSharks azoqhubeka nokuzilolonga ndawonye	Ezemidlalo
Ayikho inkinga kokwenziwe nguZimdollar	Ezokungcebeleka
Umgadli weChiefs uthushuke eBay	Ezemidlalo
I-NHI ngeke ikhethe iphela emasini	Imibono
Angimlaleli uMosimane: Komphela	Ezemidlalo
#sivalelwe noPhindile: Kuncike kithina manjeukuzivikela kwiCorona	Imibono
Baphinde baphoxeka abalandeli bakaMakhadzi	Ezokungcebeleka
Ushintsho luyenza ihehe i-Audi A4	Ezezimoto
Ungene kwaSABC engazi lutho ngeTV	Intandokazi
Usungacelwa owokucija amaProteas	Ezemidlalo
UMroza ujabulele ukufika esicongweni	Ezokungcebeleka
Babumbe iqembu labasubathi emakhaya	Ezemidlalo
POTSHOZA: Iyavuthwa eka-Andile Jali neSundowns	Ezemidlalo
UPule uxwayisa oweChiefs ngoBilliat	Ezemidlalo
Sekuyavotwa emncintiswaneni weSouth African Car of the Year	Ezezimoto
UJali usazolihlikihla eBelgium	Ezemidlalo
UKhozi FM luphenya ngoMdonso	Ezokungcebeleka
Awuthinti lutho ngoShembe umdlalo Umkhokha: Ophrojusa	Ezokungcebeleka
Liyinto engathi shu kuPitso icala leRayon	Ezemidlalo
Ubonga uyanconcoza uKhuzani ngokusekwa	Ezokungcebeleka
Uzivulele ama-B&B ezindaweni zaselokishini	Intandokazi
U-AKA uvalelisa ngeveza impilo yakhe yasesithe	Ezokungcebeleka
UMsomi uhehwe ikusasa eliqhakazile kwi-Roc Nation	Ezemidlalo
Kuphelile ngoSteyn neNdebe yoMhlaba	Ezemidlalo
Useboniswe umyeni omusha uKayise	Ezokungcebeleka
UTshatha uyaziphendulela ngokufaka ibhayibheli njalo ohlelweni	Ezokungcebeleka
UTinkler uzimisele ngokuzuza okukhulu neCity	Ezemidlalo
Kubuya ezamzukwana kwimfashini yabesimame	Intandokazi
UZidane udidwa wukuhhewulwa kukaBale	Ezemidlalo
UMahamutsa uthushuke ehlathini kungazelele	Ezemidlalo
Babuye bephoxekile omaskandi kubhuntsha umcimbi	Ezokungcebeleka
UKhehlelezi uthembisa ’iKonka’ eVerulam	Ezokungcebeleka
Umfana weKhansela ubanga ushuni kayise kwiMpucuzeko	Ezokungcebeleka
Uphelelwe wumsebenzi wabuyela kwakufundele	Intandokazi
UPhindile Gwala-Ngandu uvulelwe icala lokushaya nokulimaza	Ezokungcebeleka
USteyn ufake ingcindezi kumaProteas	Ezemidlalo
IBafana ivule i-Afcon ngesibhaxu	Ezemidlalo
UMokwena akangakhwezwa emakhanda abaqeqeshi abadala	Ezemidlalo
Volos: Sicela amaBreathalyser ensangu nezinga lewunga egazini	Imibono
OweBay ukhale ngobudedengu bedliwa	Ezemidlalo
UPitso akumethusi ukuba koweCAF	Ezemidlalo
Ngenelela Kaunda safa amaphara	Imibono
Angase akhonjwe indlela oweSundowns onukwa ngenkinga yophuzo	Ezemidlalo
USirino usekulungele ukulwela ijezi	Ezemidlalo
Kuyadingeka ukuba kuphenywe amajaji nabezobulungiswa	Imibono
UBaloyi ukhala esonozinti eMzansi	Ezemidlalo
UMngqithi ulobizela ukunqoba indebe yeMTN8	Ezemidlalo
Wadlelwa umuzi esaphaza imali yokulingisa	Intandokazi
UZozibini ungelinye lamajaji kokaMiss SA	Intandokazi
FUNDA: Odinga ukukwenza ukuze uthole amathikithi okubuka uBeyoncé noJay-Z	Ezokungcebeleka
IDowns yenze okwehlule iBafana eSudan	Ezemidlalo
UHunt asimthenanga amandla isinqumo	Ezemidlalo
Uthi igcagcele esokeni ngokudlalela ekhaya	Ezemidlalo
ULady Zamar emakhonsathini kaTamia	Ezokungcebeleka
Ubonga abantu owengoma yonyaka	Ezokungcebeleka
Ujabhile uKhuzani ngokulahlwa uMasipala	Ezokungcebeleka
UHunt namazwi athembisayo ngoHlatshwayo ofunwa yiPirates	Ezemidlalo
Impi yamazwi kwabe-PSL ngomqeqeshi	Ezemidlalo
Igcagcele esokeni koweNedbank Cup: oweMaritzburg	Ezemidlalo
Kuphinde kwabheda kwiStellies igotshwa iRoyal AM	Ezemidlalo
IPirates izithwese ijoka idlala ngokulingana	Ezemidlalo
Kushone izihlabani zomculo wamaPiano	Ezokungcebeleka
Usayingxenye yeSundowns uSirino	Ezemidlalo
ICeltic ingase ithole abaxhasi abasha	Ezemidlalo
Uqede iminjunju ngokubhala incwadi	Intandokazi
Lwandile ukhwantalala emacikweni - umculi	Ezokungcebeleka
Bafuna kubuyiswe Isibaya abangagculisekile ngeDiep City	Ezokungcebeleka
UWinnie Ntshaba nezinkundla zokucobelelana ngolwazi	Ezokungcebeleka
[IMIBONO] UBabheke woKhozi FM uyenzelela	Ezokungcebeleka
Ubhekane nobuhlungu walwa waphumelela	Ezokungcebeleka
U-AK47 ufisa ukubona oweBafana ewaqhulula kwiMaritzburg	Ezemidlalo
Akulungiswe okwenzeka kuSigiya Ngengoma	Imibono
I-UEFA isongela amaqembu ezimpunyela aqala iSuper League	Ezemidlalo
Ushintshe umlando wePSL ngamagoli owachithwa kwiBucs	Ezemidlalo
Indumezulu yowamahlaya	Ezokungcebeleka
Ungcwatshwe okwenkosi uTsepo Tshola	Ezokungcebeleka
UThinah Zungu ukhala ngabamsongelayo	Ezokungcebeleka
IDowns iqinise amathuba okuvikela isicoco seligi	Ezemidlalo
Sifuna imisebenzi hhayi izikibha	Imibono
Sifuna ukuphendula iMabhida isikhala sakwaNtombela: Zungu	Ezemidlalo
IPirates ifike zigawulwe zabekwa: Mutizwa	Ezemidlalo
Ufakela isitolokazi  umlimi wesifazane osemncane	Intandokazi
UMngqithi ugxeke onompempe bebanjwa koweligi	Ezemidlalo
UDoctor Khumalo akayiphathi eyekusasa lakhe	Ezemidlalo
Ingababophisa ingoma oBabes noMampintsha	Ezokungcebeleka
Inyakazisile esigabeni sayo iSeltos	Ezezimoto
UKhoza ucebise osegaxa emgibeni amakhokho	Ezemidlalo
Amakhosi abuyise ithemba edlala ingcwenga yebhola	Ezemidlalo
Ziningi izindawo ezidinga ukuhlanjululwa ngokwesintu	Imibono
IBaroka iqhubekile nokuphuza iChiefs inyongo	Ezemidlalo
Zinyantisa igazi izinto ezenziwa abantu besilisa	Imibono
Akawuvali umlomo uZikalala ngozime waseKZN	Intandokazi
'OweBucs neDowns ngeke ucacise ngeligi'	Ezemidlalo
USho Madjozi ufuna ukwazi indlamu	Ezokungcebeleka
UPitso uqhathwe neSundowns kweyamaqoqo kwiCCL	Ezemidlalo
OweChiefs uvikele uBaxter ’ngokuzitshwa’ kukaNgcobo	Ezemidlalo
Bakhuza abagxeka izinqumo zikaBaxter	Ezemidlalo
UKhaya Mthethwa uqiniseke eyomshado nowayenguzime wakuleli	Ezokungcebeleka
’Ushaye’ omthinte izinqa  uZodwa Wabantu	Ezokungcebeleka
[EZOTHANDO] Sishadile kodwa asikaze sihlale ndawonye nomyeni wami	Ezokungcebeleka
UKhaya ukhethe        iHouse of Zwide	Ezokungcebeleka
Ucijelwa ama-Olympic umsubathi ogila izimanga	Ezemidlalo
UKhuzani noThinah nomhlangano wabo wetiye	Ezokungcebeleka
UJub Jub uzonikela emindenini yezingane azilimaza	Ezokungcebeleka
Ngiyadumala ngobuholi be-ANC esinabo eKZN	Imibono
Umsakazi usetakula abakhubazekile njengoba kuvalwe izwe	Ezokungcebeleka
Ufisa umphumela ubuyise umdlandla	Ezemidlalo
Luxoshelwe ucansi ema-cinema Inxeba	Ezokungcebeleka
Siyaziqhenya ngawe Lalela mbali yesizwe	Imibono
Iphoxwa yinjini ne-gearbox iRenault Koleos	Ezezimoto
Ukludliwa kweTeam  of Choice kwandise ingcindezi kuTinkler	Ezemidlalo
Kwakhiwe isigungu esizobhekela izinkakha zebhola	Ezemidlalo
EZOTHANDO: Silungiselela ukushada kodwa angisaluthokozeli ucansi	Ezokungcebeleka
Ingwiji koluka Rachel Kolisi, angase avulelwe icala	Ezokungcebeleka
'Ngimuhle nezibazi zami futhi ngizithanda nginje'	Intandokazi
Iyashuba ingxabano yomrepha baKwaMashu	Ezokungcebeleka
[IMIBONO] Ake ngithele amanzi emhlane  wedada eliyiPSL	Ezemidlalo
Okufanele uzibuze kona uma kuthiwa yidla igobongo uthwase	Imibono
Umgadli woSuthu ufuna kuphenduke amatafula	Ezemidlalo
UKomphela nezinhlelo zokuqinisa udonga	Ezemidlalo
I-East Coast ingenisile endlini emnyama	Ezokungcebeleka
Masizigqaje ngomsebenzi omuhle owenziwe yiMbube	Imibono
UBaxter uphonsele uMashiane inselelo ngesikimu	Ezemidlalo
Ngithulela isigqoko amaphoyisa aseNquthu	Imibono
Kube ncane indawo kuxabana iPeople's Bae noPearl Thusi	Ezokungcebeleka
UKhenyeza ucacisa ngekusasa lakhe ebholeni	Ezemidlalo
Banethemba kubalandeli babo	Intandokazi
Izoba eyamagugu indlu kaLetta Mbulu	Intandokazi
UHlanti uzofundisa abasebancane kwiBafana	Ezemidlalo
I-SABC icela sihlonishwe isinqumo sokumiswa kukaTshatha	Ezokungcebeleka
‘Kunzima ukusakaza’	Ezokungcebeleka
Umqeqeshi akanagqubu ngoVries	Ezemidlalo
[IMIBONO] Izinguquko zeGagasi FM ziyajabulisa	Ezokungcebeleka
Ume esikoleni ukufeza iphupho kuma-Idols	Ezokungcebeleka
Agabe ngezokuphepha amaloli akwaVolvo Trucks	Ezezimoto
Uchitha eyokhwantalala kwindodakazi yakhe uyise wengoduso ka-AKA	Ezokungcebeleka
AmaBlitzbokke abheke ukuqala kabusha eVancouver	Ezemidlalo
Uvalo lokudilizwa lwamnika isibindi	Intandokazi
IChiefs ilindele isinqumo se-CAS ngolokusayinisa	Ezemidlalo
Kusuka amaphepha ngeBMW M4 Competition	Ezezimoto
Umsindo ngeSABC Summer Song	Ezokungcebeleka
UPutuma useqome owokholo emuva kokulaxaza i-jazz	Intandokazi
IPSL izokwethula inkomishi entsha yeGladAfrica	Ezemidlalo
Injabulo ibuzwa kowe-Arrows kuqokwa abadlali	Ezemidlalo
UMbuli uthi ukhathazekile Eswatini yincwadi evaliwe	Ezemidlalo
Sijabulile kumenyezelwa iSilo sethu	Imibono
FUNDA: Konke odinga ukukwazi ngezinguquko kuKhozi FM	Ezokungcebeleka
Ngabe i-ANC iyaziqhenya ngezethembiso engazifezanga?	Imibono
Imenenja icikwa yiChiefs ‘exhaphaza’ umdlali wayo	Ezemidlalo
Amaphuzu amathathu azosisindisa ezembeni: Sadat	Ezemidlalo
UZakwe nezinhlelo zokuqedela iziqu ze-IT	Ezokungcebeleka
Ngishaya amakhala ngempumelelo yeSundowns	Imibono
IChiefs izodlalela ukubuyisa ukuzethemba	Ezemidlalo
Izithembile iDistruction Boyz nge-albhamu yayo	Ezokungcebeleka
ULamola uhamba yedwa ngamagoli eKZN	Ezemidlalo
Izosongwa eThekwini isizini ka-2018/2019	Ezemidlalo
Ukhiphe incwadi engabesifazane ababulala izingane zabo	Intandokazi
Indoda idinga ukuhlonishwa ngisho ngabe kayinalutho esandleni	Imibono
Ucacisa ngezinsolo zokushada noNongcebo McKenzie	Ezokungcebeleka
Umsunguli  weHostela  uchaza ngobunzima adlule  kubona ngalo mdlalo	Ezokungcebeleka
USimbine ujabule eshiya ingwazi	Ezemidlalo
Bahleka bodwa amabhonasi abadlali beThanda Royal Zulu	Ezemidlalo
Ngizosiza abenezifo zengqondo: Shudufhadzo	Intandokazi
ISundowns izigwazele ibhece kwiBucs koweNedbank	Ezemidlalo
'Akahambe kwiSafa uJordaan'	Ezemidlalo
Alidingeki ihaba uma uziphaqula	Intandokazi
Kuvuke abalele Usuthu luqhatha iLeopards nezembe	Ezemidlalo
INissan ihoxisa ukwakha iNP300 Hardbody	Ezezimoto
OwaseKZN ungene emlandweni enqoba kuMiss SA	Intandokazi
Usebuyele emculweni umlingisi weGenerations	Ezokungcebeleka
UNtencane 'ubangwa' ngabaculi besifazane	Ezokungcebeleka
Uvalo kuhoxiswa izicelo kwabesibhakela	Ezemidlalo
Ukhonjwa kwiBaroka owoThongathi FC	Ezemidlalo
UBeekay umiselwe ukuphawula ngoMr Magic	Ezokungcebeleka
Makabhekane notwayi lwakhe uMagashule	Imibono
Kunyukile ukwebiwa kwezimoto	Ezezimoto
Osaziwayo bagxeka uMampintsha	Ezokungcebeleka
Ixhaswe ngezigidi iTeam of Choice	Ezemidlalo
Izithombe zikaBhulose zizosuswa ezikhangisweni zeMbewu	Ezokungcebeleka
Kudalulwe intengo kwavulwa ama-oda ezimoto zikagesi ama-Audi e-tron	Ezezimoto
Unwele olude Shenge, iNkosi ayisigcinele wena	Imibono
Unovalo lokubuyela emculweni	Ezokungcebeleka
UBroos akayiboni eyokuphindwa koweBafana neGhana	Ezemidlalo
Uhulumeni uzongenela kolukaphethroli	Ezezimoto
UTD Jakes ukhuza ibuya	Ezokungcebeleka
Obethula iSelimathunzi ufisa ukukhula ekulingiseni	Ezokungcebeleka
AbeRET mabashiye            i-ANC bakhe iqembu labo	Imibono
Ayicacisi ngekusasa likaRamagalela iCity	Ezemidlalo
Basadukuza ebumnyameni abanye kuKhozi FM	Ezokungcebeleka
[IMIBONO] Yizinduna eziphehla udlame kumaskandi	Ezokungcebeleka
Akafuni ukuzixaka ngokudlala kuBafana	Ezemidlalo
Bahlabane ngezinhlelo ezintsha kuSABC 1	Ezokungcebeleka
Uzimisele ngokuphakamisa uMphithi	Intandokazi
Ngabe uyashiya u-Ekstein?	Ezemidlalo
IWits ivusele uDlamini izipoki zango-2010 ihlula Usuthu	Ezemidlalo
Sekunjalo ngomcimbi kaKhuzani eMabhida	Ezokungcebeleka
Limfulathele umqeqeshi weBaroka esifuna omunye	Ezemidlalo
UHhashi no-Ebony basakaza umaskandi	Ezokungcebeleka
UVukusic uziba ekaJabu neqembu lesizwe	Ezemidlalo
Iwubukhosi i-Audi Q7	Ezezimoto
UDolly  ufakwe eqenjini leBafana Bafana	Ezemidlalo
UKhisimusi usheshe wafika kubaculi bakuleli	Ezokungcebeleka
UModric ethubeni lokuqeda ngoMessi noRonaldo	Ezemidlalo
Inkakha ibona uMcCarthy ezofeza iphupho likaZungu	Ezemidlalo
UBaxter ubona sekuntwela ezansi kwiChiefs	Ezemidlalo
Kunconywa iChiefs ngoMabedi	Ezemidlalo
ILeopards ishubise umbango emsileni idla iChiefs	Ezemidlalo
Injini yeChiefs kwiDiski nethuba laphesheya	Ezemidlalo
Usephinde wakususa futhi lokho uMasechaba...	Ezokungcebeleka
Ukhonjwe indlela kwi-Eagles uZongo	Ezemidlalo
Isikhulu silaxaze iTS Galaxy ngenxa yenkulisa	Ezemidlalo
UNgcobo uyibekile induku ebandla kwezemisakazo yomphakathi	Ezokungcebeleka
BUKA: Okuzobe kuqukethwe uhlelo lwethelevishini lukaZodwa Wabantu	Ezokungcebeleka
Wafakwa kuKarate ngamabhoklolo	Ezemidlalo
Ekugcineni iPirates iyayivuma ekaNdengane	Ezemidlalo
ISafa ifake isikhalo ngezinqumo zikanompempe koweBafana neGhana	Ezemidlalo
Izinguquko kwiRadio 2000 kushiya umsakazi	Ezokungcebeleka
Ukugula kuphazamise uMkhwane koweshashalazi	Ezokungcebeleka
UHunt usanethemba ngokuhlangana kwezinto kwiChiefs	Ezemidlalo
UManyonga uqokwe nabaphambili emhlabeni	Ezemidlalo
UMohale uchitha eyokutholelwa nguSomizi umsebenzi	Ezokungcebeleka
‘Anginanxa nokugxekwa ezinkundleni zokuxhumana’- Pitso	Ezemidlalo
Uzojabulisa abantu e-ICC uChris Tucker	Ezokungcebeleka
UCoetzee ukhuluma ngobuhlungu besizini edlule	Ezemidlalo
Bathembisene umshado u-AKA nesinqandamathe sakhe	Ezokungcebeleka
UVan Heerden ezingxoxweni noSuthu	Ezemidlalo
Akaphumeli obala ngenkontileka	Ezemidlalo
Akayikhohliwe induku yeSuperSport oweBucs	Ezemidlalo
I-United nesifiso samaphuzu aphelele kwiCeltic	Ezemidlalo
Akubhekwe nobubi bomgomo weCovid-19	Imibono
OwePolokwane akaziboni esembangweni weseligi	Ezemidlalo
Seligcwele ibhasi eliya koweSolezwe	Intandokazi
UKomphela akafuni bazithambise  koweLeopards	Ezemidlalo
USerero udingiswe unomphelo yiSafa	Ezemidlalo
UKadodia usecula ingoma ehlukile ngendali yeMaritzburg	Ezemidlalo
UThuso umele iKZN kuma-E! People's Choice Awards	Ezokungcebeleka
UJohnson akafuni ukuzwa igama ‘izembe’	Ezemidlalo
OweKhaya uncoma imfundo embonini	Ezokungcebeleka
IKia Rio iqhubeka nokuheha abathengi	Ezezimoto
Elawini likaMaGumede: Kuyadumuza ukuphuza kwabantu besifazane	Ezokungcebeleka
Isimnxenxa ngemali ethe xaxa uBilliat iSundowns	Ezemidlalo
OweWits uhlolwa elasePortugal	Ezemidlalo
Lingayekwa ithuba lokuphatha i-Afcon: Khoza	Ezemidlalo
UPhumeza nohlelo lokusiza izingane ezalahlwa abazali	Ezokungcebeleka
Ummeli kaMampintsha usegeze izandla ngaye	Ezokungcebeleka
Uyokhohlwa efile wokwamehlela indoda imthela nge-acid	Intandokazi
Kuvele induku kaMalesela ayithukusele iChiefs	Ezemidlalo
Utusa uzakwabo ngokumcathulisa	Ezokungcebeleka
ISwallows izingela uHunt omiswe yiChippa	Ezemidlalo
Ligqabukile igoda phakathi komlingisi nohlelo i	Ezokungcebeleka
OweSundowns akaphumeli obala ngokugaqela uXulu	Ezemidlalo
Uncome iHighlands Park elahla amaphuzu	Ezemidlalo
Ikhala ngenzondo    imindeni yababhubhile	Intandokazi
